Employee_ID,First Name,Last Name,Gender,State,City,Education Level,Birthdate,Hiredate,Termdate,Department,Job Title,Salary,Performance Rating
00-43534134,Monica,Walters,0,New York,Rochester,Bachelor,6/10/1974,2017-04-27,,Customer Service,Support Specialist,65967,3
00-28877659,Robert,Baker,0,Illinois,Aurora,Bachelor,31/07/1969,2016-05-24,,Operations,Logistics Coordinator,61989,3
00-15014140,Tabitha,Johnson,1,New York,New York City,Bachelor,10/12/1999,2015-09-17,,Finance,Accountant,62683,3
00-88800061,Ann,Smith,1,Ohio,Cincinnati,Bachelor,23/11/1963,2017-07-10,,IT,IT Support Specialist,67560,1
00-16333941,Tina,Smith,1,New York,Rochester,Master,27/12/1982,2018-02-25,,Sales,Sales Specialist,58062,3
00-13695188,Tommy,Clark,1,New York,New York City,Bachelor,18/02/1980,2016-02-22,,Operations,Logistics Coordinator,69247,2
00-92402869,Sarah,Hicks,1,Michigan,Detroit,Bachelor,19/08/1993,2022-02-09,,IT,Software Developer,83483,2
00-37881659,Jose,Green,1,New York,New York City,Bachelor,1/10/1972,2017-04-16,,Operations,Inventory Specialist,70314,3
00-40014729,Shawn,Rice,1,New York,Rochester,Bachelor,18/11/1977,2020-08-12,,Operations,Logistics Coordinator,59144,2
00-96133200,Jerry,Stewart,0,Michigan,Grand Rapids,Bachelor,9/8/1982,2017-03-24,,IT,Software Developer,90710,3
00-60846028,Sara,Johnston,0,New York,Buffalo,Bachelor,29/08/1976,2024-08-11,,Sales,Sales Representative,57319,4
00-38813492,Laura,Barnes,0,New York,Buffalo,Bachelor,10/4/1992,2017-06-06,,Sales,Sales Representative,58472,3
00-44113177,Jorge,Avila,0,Michigan,Warren,Bachelor,30/03/1991,2018-12-23,,IT,System Administrator,85156,2
00-48024987,Donna,Lawson,0,Illinois,Naperville,Master,10/4/1997,2018-09-26,,Marketing,Marketing Manager,82933,1
00-34920268,Samantha,Hudson,0,New York,New York City,Bachelor,9/12/1961,2020-03-08,,Operations,Logistics Coordinator,60397,2
00-49990044,William,Gallagher,0,Pennsylvania,Pittsburgh,Bachelor,2/7/1988,2021-04-19,,Customer Service,Customer Service Representative,64510,3
00-10667938,Sheena,Hicks,1,Michigan,Warren,Bachelor,6/5/1973,2017-10-25,,Operations,Operations Analyst,87753,3
00-67720123,Joseph,Flores,0,New York,Buffalo,Bachelor,18/08/1985,2019-05-17,,Customer Service,Support Specialist,56653,4
00-17316042,Daniel,Mann,1,New York,Buffalo,Master,28/08/1988,2022-11-19,,Sales,Sales Consultant,70233,3
00-43221198,Marie,Murphy,0,New York,Rochester,High School,1/6/1986,2019-10-18,,IT,IT Support Specialist,57974,4
00-99928690,Patricia,Taylor,1,New York,Buffalo,Bachelor,22/05/1999,2019-07-10,,Operations,Operations Analyst,93535,3
00-98834823,David,Adams,0,Ohio,Columbus,PhD,27/11/1978,2020-03-17,,Sales,Sales Specialist,77547,4
00-58388604,Andrew,Faulkner,1,New York,New York City,Bachelor,23/08/1975,2017-11-10,,Marketing,Content Creator,66969,2
00-41145672,Angela,Castro,0,New York,Buffalo,High School,9/9/1995,2018-02-16,,HR,Recruiter,66709,3
00-54629491,Marilyn,Nelson,1,New York,New York City,PhD,29/08/1995,2020-10-06,,Sales,Sales Consultant,85993,3
00-75488223,Kathy,Johnson,1,Michigan,Grand Rapids,Bachelor,24/01/1965,2022-04-29,,IT,Software Developer,88924,3
00-59624581,Stacey,Garza,0,New York,Rochester,High School,8/5/1991,2023-10-23,,Customer Service,Support Specialist,59813,3
00-18130731,Alexandra,Brown,0,Michigan,Grand Rapids,Master,15/04/1983,2021-07-11,,Operations,Operations Analyst,63808,3
00-50284955,Jamie,Harrison,1,New York,Buffalo,Bachelor,12/2/1985,2016-09-10,,Operations,Logistics Coordinator,71398,3
00-59589949,Julie,Nixon,1,New York,Buffalo,High School,13/08/1980,2017-03-28,,Operations,Inventory Specialist,64808,3
00-88061689,Jessica,Lewis,1,New York,New York City,Bachelor,13/06/1974,2022-04-21,,Sales,Sales Specialist,89929,2
00-69261347,Kathleen,Cole,0,New York,Rochester,Master,3/8/2000,2023-11-19,,IT,Software Developer,81203,2
00-62855838,John,Hall,1,Michigan,Grand Rapids,Bachelor,22/08/1979,2019-01-04,,Sales,Sales Representative,72765,3
00-41316383,Cassidy,Dean,1,New York,New York City,Bachelor,5/11/1992,2018-02-13,,Operations,Logistics Coordinator,67714,1
00-64723538,Sheri,Bailey,0,Pennsylvania,Allentown,Bachelor,22/09/1977,2016-07-18,,Operations,Inventory Specialist,54853,3
00-87388161,Margaret,Marks,0,New York,New York City,High School,3/7/1987,2020-01-10,,Operations,Inventory Specialist,61994,1
00-43533178,Jacob,Anderson,1,New York,Rochester,High School,18/04/1991,2017-02-21,,IT,IT Support Specialist,63929,3
00-62111008,Michael,Cobb,0,New York,New York City,Bachelor,2/8/2003,2020-01-16,,Operations,Inventory Specialist,60828,2
00-49971412,Sandra,Jones,0,New York,Rochester,PhD,23/07/1960,2016-11-25,,Customer Service,Customer Service Manager,95296,3
00-31025774,George,Kane,0,Michigan,Grand Rapids,Master,15/09/1971,2021-12-14,,Finance,Financial Analyst,85006,3
00-66149681,Christopher,Johnson,0,New York,Rochester,Bachelor,14/03/1984,2024-09-10,,Operations,Logistics Coordinator,58103,4
00-83424114,Michael,Murray,1,New York,Rochester,Master,25/11/1976,2024-01-03,,Sales,Sales Consultant,68248,3
00-38521600,Joseph,Ramirez,1,New York,Buffalo,Master,22/05/1986,2024-01-08,,IT,Software Developer,93355,4
00-83622284,Brian,Vaughn,1,Michigan,Detroit,Master,31/08/1981,2018-09-25,,IT,System Administrator,74990,3
00-43064672,Brittany,Padilla,1,New York,Rochester,Bachelor,2/6/1993,2022-02-08,,Customer Service,Help Desk Technician,71566,2
00-23591973,Annette,Moore,1,Michigan,Detroit,Master,26/01/1984,2019-05-25,,IT,System Administrator,72963,3
00-49733158,Whitney,Allen,1,Michigan,Grand Rapids,Bachelor,1/1/1979,2020-08-01,,Sales,Sales Representative,73934,3
00-41724268,Dawn,Brown,1,New York,Rochester,Bachelor,20/12/1997,2021-07-07,,Operations,Logistics Coordinator,62075,2
00-98217691,Jennifer,Collins,1,New York,Buffalo,Master,17/10/1964,2016-09-03,,Sales,Sales Specialist,57925,4
00-40145757,Sandra,Thomas,1,New York,Buffalo,Bachelor,7/8/1982,2022-04-18,,Operations,Logistics Coordinator,66475,3
00-23623919,Amy,Owens,0,New York,Rochester,Bachelor,26/02/1990,2019-08-17,,Operations,Operations Analyst,78437,3
00-36405217,Jessica,Grant,0,New York,Rochester,Bachelor,8/4/1978,2022-02-28,,Customer Service,Support Specialist,62146,4
00-42862288,Julie,Bird,1,New York,Rochester,High School,19/11/1997,2015-12-03,,Customer Service,Customer Service Representative,58723,2
00-27555507,Sarah,Russell,1,New York,Buffalo,High School,25/07/1999,2018-03-13,,Operations,Inventory Specialist,55673,2
00-32286339,Gregory,Miller,1,West Virginia,Huntington,Bachelor,15/06/1987,2023-07-12,,Operations,Inventory Specialist,63798,2
00-46758166,Megan,Leon,1,New York,Rochester,Master,26/08/1984,2020-03-13,,Operations,Operations Analyst,56976,1
00-84615922,Heather,Nunez,0,Virginia,Richmond,PhD,6/10/1965,2023-03-08,,Sales,Sales Specialist,78500,3
00-46923094,Robert,Rodriguez,1,New York,New York City,High School,11/6/1961,2020-11-17,,Customer Service,Support Specialist,59746,2
00-26439804,Christy,Johnson,1,New York,Buffalo,Bachelor,27/09/1972,2024-04-28,,Sales,Sales Representative,69501,3
00-36368322,Patrick,Reynolds,1,Pennsylvania,Pittsburgh,Bachelor,14/05/1992,2020-09-24,,IT,Software Developer,92917,3
00-69327130,Patrick,Williams,0,Michigan,Grand Rapids,High School,22/06/1991,2019-01-05,,Customer Service,Customer Service Representative,62230,2
00-47308656,Edward,Ross,1,New York,Rochester,Bachelor,27/10/1984,2023-09-27,,Sales,Sales Representative,78868,2
00-94937629,Denise,Brown,1,New York,Buffalo,Master,12/6/1981,2017-12-28,,Sales,Sales Consultant,68451,3
00-56234339,Edward,Johnson,0,North Carolina,Greensboro,Bachelor,12/7/1970,2022-08-19,,Customer Service,Customer Service Representative,65115,2
00-35669800,Matthew,Sparks,1,Ohio,Cincinnati,High School,29/08/1992,2020-05-31,,IT,IT Support Specialist,58687,3
00-88528019,Patricia,Gutierrez,1,New York,New York City,Bachelor,9/4/1987,2023-02-22,,Operations,Logistics Coordinator,63612,3
00-50342521,Chad,Ward,0,New York,Buffalo,Master,15/07/1990,2015-06-08,,Sales,Sales Consultant,85128,1
00-86860780,Susan,Silva,1,New York,Rochester,Bachelor,28/09/2002,2017-01-04,,HR,Recruiter,62548,2
00-99626514,Matthew,Alvarez,1,New York,Buffalo,Master,1/7/2000,2016-05-01,,Operations,Operations Analyst,69246,3
00-61441320,Anthony,Davis,0,New York,New York City,Bachelor,8/4/1979,2022-04-05,,IT,Software Developer,86166,2
00-21869032,Derrick,Moses,1,New York,Rochester,Bachelor,5/6/1985,2021-08-07,,Finance,Accountant,71143,4
00-13432593,Tammy,Johnson,0,North Carolina,Raleigh,Bachelor,30/11/1999,2019-06-29,,Operations,Inventory Specialist,56488,2
00-39319972,Javier,Murray,0,Illinois,Naperville,High School,24/02/1986,2018-03-15,,Operations,Inventory Specialist,62138,3
00-14410593,Karen,Johnson,1,New York,Buffalo,Bachelor,28/06/1979,2016-06-24,,Sales,Sales Representative,66383,3
00-32791279,George,Davis,0,New York,Buffalo,Bachelor,13/10/1997,2018-03-21,,Operations,Logistics Coordinator,57436,2
00-25245600,Amber,James,1,New York,Buffalo,Bachelor,10/10/1990,2019-01-17,,IT,System Administrator,107022,2
00-86193589,Julia,Kennedy,0,Virginia,Richmond,Bachelor,27/09/1969,2021-01-30,,Operations,Logistics Coordinator,53288,2
00-14548283,Diana,Simpson,0,New York,Rochester,Bachelor,18/12/1987,2022-03-14,,Operations,Inventory Specialist,56474,2
00-40389767,David,Brock,1,New York,Buffalo,High School,22/04/1996,2017-04-09,,Customer Service,Help Desk Technician,81035,2
00-74697129,Joshua,Russell,1,New York,New York City,Bachelor,15/06/1969,2022-02-13,,Operations,Logistics Coordinator,69670,3
00-46726260,Yolanda,Rodriguez,1,New York,Buffalo,Master,2/4/1989,2020-03-05,,IT,Software Developer,86439,1
00-16119049,Amy,Haney,0,Michigan,Detroit,PhD,8/1/1981,2023-01-27,,Sales,Sales Specialist,92214,3
00-45608258,Thomas,Smith,0,New York,Rochester,Bachelor,5/9/1962,2016-04-09,,Operations,Operations Analyst,65083,2
00-68272017,Kirk,Russell,1,North Carolina,Greensboro,High School,26/01/1994,2020-02-26,,Operations,Inventory Specialist,60457,3
00-19920492,Mandy,Malone,1,Illinois,Chicago,Bachelor,20/02/1985,2024-04-23,,Operations,Inventory Specialist,62591,2
00-23922336,Melissa,Arias,1,New York,New York City,Bachelor,14/06/1994,2019-02-21,,Sales,Sales Representative,70161,2
00-97839168,Isaiah,Thomas,0,New York,Rochester,Bachelor,8/9/1967,2022-09-09,,Sales,Sales Specialist,56363,2
00-21145168,Ray,Thomas,0,Virginia,Virginia Beach,High School,22/07/1962,2023-03-12,,Customer Service,Customer Service Representative,56639,3
00-51815603,Jason,Matthews,0,New York,New York City,Bachelor,23/07/1987,2022-10-21,,Customer Service,Customer Service Representative,62401,2
00-30202738,Christopher,Best,0,New York,Rochester,Bachelor,7/5/1979,2020-12-20,,Sales,Sales Representative,71623,3
00-65967954,Sharon,Cross,0,Virginia,Richmond,Master,31/01/1985,2024-08-14,,Operations,Operations Analyst,87398,2
00-14426551,Joseph,Harmon,1,New York,Buffalo,PhD,6/4/1996,2022-06-23,,Sales,Sales Specialist,80834,4
00-90828833,Lauren,Wells,0,New York,Rochester,Bachelor,15/02/2000,2015-03-12,,Sales,Sales Consultant,84050,2
00-26373743,Nicholas,Johnson,0,New York,New York City,Bachelor,11/2/1992,2024-09-18,,Finance,Accounts Payable Specialist,60734,3
00-77369800,Ian,May,1,New York,New York City,Master,18/09/1978,2023-05-18,,IT,System Administrator,72245,3
00-84291824,Leslie,Walker,0,North Carolina,Raleigh,PhD,4/10/1988,2017-02-20,,Sales,Sales Consultant,108346,3
00-38122623,Thomas,Miller,1,New York,Buffalo,Bachelor,24/10/1979,2018-06-30,,Finance,Financial Analyst,106848,2
00-18238741,Carrie,Evans,0,New York,New York City,Bachelor,20/09/1982,2022-08-05,,IT,IT Support Specialist,61227,3
00-22907499,Andrew,Arellano,1,New York,New York City,Master,21/06/1988,2019-02-22,,IT,Software Developer,99486,1
00-37569515,Joseph,Cooper,0,New York,Rochester,High School,24/06/1971,2024-09-25,,Customer Service,Help Desk Technician,60263,3
00-20715605,Michael,Fernandez,1,New York,Rochester,Bachelor,10/1/1967,2018-02-13,,Marketing,Marketing Coordinator,68232,2
00-21597807,Patrick,Anderson,1,New York,New York City,Bachelor,21/01/1971,2023-02-11,,HR,HR Coordinator,70637,3
00-28150476,Bailey,Rodriguez,1,Pennsylvania,Philadelphia,Master,24/07/2003,2023-12-28,,Operations,Operations Analyst,57226,4
00-51531940,Amanda,Nielsen,1,Pennsylvania,Philadelphia,Bachelor,16/10/1990,2024-02-05,,IT,IT Support Specialist,62255,3
00-50729055,George,Jordan,1,New York,Buffalo,Bachelor,5/4/1987,2023-12-09,,Operations,Logistics Coordinator,68100,4
00-10578224,Richard,Todd,1,New York,Rochester,Bachelor,16/10/1999,2017-04-21,,Operations,Inventory Specialist,66275,2
00-97940069,Jessica,Lang,1,New York,New York City,Bachelor,22/04/2003,2016-12-09,,Marketing,Marketing Coordinator,79678,4
00-27786534,Robert,Mendoza,1,New York,New York City,Bachelor,28/06/1987,2023-06-16,,Finance,Accounts Payable Specialist,63629,4
00-94825727,Kylie,Odonnell,1,North Carolina,Greensboro,Bachelor,15/07/1991,2017-07-19,,Operations,Logistics Coordinator,69359,3
00-20077458,Emily,Martinez,0,New York,New York City,High School,26/09/1997,2023-06-30,,Customer Service,Help Desk Technician,71187,3
00-68537694,Nicolas,Brown,1,Pennsylvania,Philadelphia,High School,23/08/2001,2019-01-04,,Marketing,Content Creator,63478,2
00-75882046,Vincent,Adams,1,New York,New York City,Bachelor,9/12/1988,2018-06-27,,Operations,Logistics Coordinator,63256,2
00-91228073,Jonathan,Dixon,0,New York,New York City,Master,31/03/1979,2016-03-30,,IT,Software Developer,97470,3
00-20695957,Samuel,Sandoval,1,New York,New York City,Bachelor,5/4/2003,2015-02-04,,Operations,Operations Analyst,89260,3
00-50488852,Tiffany,Rodriguez,1,New York,Rochester,High School,7/6/1980,2021-01-13,,Customer Service,Help Desk Technician,60037,1
00-60861919,Travis,Harvey,1,New York,Buffalo,Bachelor,29/11/1986,2016-08-08,,Operations,Logistics Coordinator,62690,3
00-32725647,David,Kim,1,New York,Rochester,Master,20/03/1982,2017-01-17,,Sales,Sales Manager,118447,1
00-56754892,Brent,Duncan,1,New York,Rochester,Bachelor,11/12/1986,2017-10-09,,HR,HR Coordinator,68864,3
00-41872495,Kathryn,Mahoney,0,New York,New York City,Bachelor,23/06/1972,2016-10-25,,Marketing,Content Creator,62828,2
00-54492673,Patricia,Villegas,0,New York,Rochester,Master,7/1/1983,2016-06-01,,Sales,Sales Specialist,79081,3
00-68162241,Cathy,Cross,1,New York,New York City,Bachelor,29/06/1959,2024-02-19,,Customer Service,Customer Service Representative,68042,4
00-18915990,Martha,Floyd,0,New York,New York City,Bachelor,17/04/1981,2019-03-31,,Operations,Logistics Coordinator,60707,3
00-56223778,Joshua,Adams,1,New York,Buffalo,Bachelor,29/08/1989,2018-06-19,,IT,IT Support Specialist,65873,3
00-98045225,Joseph,Blackburn,0,New York,Buffalo,Bachelor,9/4/2002,2020-01-16,,Operations,Logistics Coordinator,62141,3
00-10270663,William,Wilson,0,New York,New York City,Bachelor,4/3/1984,2017-08-11,,Sales,Sales Representative,57572,4
00-75304816,Tammy,Ortiz,0,Michigan,Grand Rapids,Bachelor,4/5/1979,2022-04-17,,IT,System Administrator,91379,3
00-72618567,Ryan,Hernandez,0,New York,New York City,High School,6/10/2000,2020-11-28,,Customer Service,Customer Service Representative,56935,3
00-92353546,Alec,Jones,1,New York,New York City,Bachelor,10/5/1977,2017-03-06,,Sales,Sales Representative,76003,1
00-67165857,James,Acosta,0,New York,Rochester,High School,2/6/1993,2019-09-24,,Marketing,Content Creator,54625,2
00-86532704,Sheila,Hernandez,0,New York,Buffalo,Bachelor,7/10/1967,2024-01-06,,Sales,Sales Representative,58559,2
00-17832182,Michael,Murphy,1,New York,New York City,Bachelor,26/02/1977,2015-12-08,,Customer Service,Support Specialist,63760,3
00-94378401,Jared,Robinson,1,New York,Rochester,Bachelor,8/3/2004,2022-01-24,,Operations,Logistics Coordinator,58006,3
00-70588258,Andrew,Dunn,1,New York,New York City,Bachelor,19/08/1985,2018-05-27,,Sales,Sales Representative,74274,4
00-37945099,John,Carter,0,New York,Buffalo,Bachelor,3/3/1992,2018-10-05,,Operations,Operations Analyst,82502,1
00-29548080,Virginia,Chavez,0,North Carolina,Greensboro,Master,16/02/1979,2023-08-19,,IT,Software Developer,99375,4
00-95651248,Daniel,Smith,1,New York,New York City,PhD,22/09/1996,2022-07-20,,Customer Service,Customer Service Manager,71187,4
00-62306833,Adriana,Tate,0,New York,Buffalo,High School,17/01/1994,2019-08-09,,Operations,Inventory Specialist,57235,2
00-64370744,Yvette,Martinez,1,New York,New York City,Bachelor,31/08/1992,2018-02-16,,Operations,Logistics Coordinator,63420,3
00-11073065,Richard,Smith,1,Michigan,Warren,High School,20/05/2000,2019-08-14,,Customer Service,Customer Service Representative,53270,3
00-21140488,Stephanie,Jefferson,0,New York,Rochester,Master,16/03/1970,2017-05-30,,Operations,Operations Analyst,64127,2
00-24929252,Ashley,Figueroa,1,New York,Buffalo,Bachelor,20/06/1978,2023-03-01,,IT,IT Support Specialist,61182,1
00-60744107,Lori,Taylor,1,New York,New York City,PhD,19/01/1985,2020-07-11,,Sales,Sales Manager,95689,2
00-34163569,James,Bryant,0,New York,New York City,Bachelor,25/02/1992,2017-11-19,,Operations,Operations Analyst,72538,3
00-69737587,Brandi,Patel,0,New York,Buffalo,Master,28/04/1984,2023-10-28,,Operations,Operations Analyst,86995,3
00-82678279,Christine,Price,0,Michigan,Detroit,Bachelor,6/7/1991,2020-07-29,,Operations,Inventory Specialist,55698,4
00-23460777,Laura,Rogers,0,New York,New York City,Bachelor,1/10/1976,2019-07-31,,Sales,Sales Consultant,86573,3
00-11034506,Vanessa,Tapia,0,New York,Buffalo,Bachelor,17/02/1974,2019-11-28,,Sales,Sales Consultant,87976,2
00-77310485,Michelle,Kelley,0,Michigan,Grand Rapids,Bachelor,4/12/1982,2022-07-06,,Marketing,SEO Specialist,69231,1
00-98530136,Zoe,Price,1,New York,Rochester,Bachelor,23/04/1983,2017-01-16,,Operations,Inventory Specialist,63618,1
00-84116934,Brent,Morse,0,Pennsylvania,Philadelphia,Bachelor,14/03/2003,2017-11-13,,Marketing,Marketing Coordinator,70440,3
00-30806860,Maureen,Lawrence,0,New York,Buffalo,Bachelor,23/09/1998,2017-04-18,,Customer Service,Customer Service Representative,60343,3
00-73222248,Gabrielle,Wright,1,North Carolina,Greensboro,High School,11/10/1992,2018-02-16,,Operations,Inventory Specialist,58496,2
00-35850974,Pamela,Sharp,0,New York,Buffalo,Bachelor,3/12/2000,2018-04-05,,Customer Service,Customer Service Representative,59167,2
00-89926049,Stephanie,Miller,1,New York,Rochester,High School,11/7/1993,2017-02-07,,HR,HR Assistant,57614,3
00-22384194,Alexandra,Miller,0,Michigan,Detroit,Bachelor,7/5/2002,2015-02-05,,Sales,Sales Representative,71097,3
00-70716224,Eileen,Peters,1,New York,New York City,Bachelor,20/05/2004,2021-05-24,,Operations,Inventory Specialist,59380,1
00-60066663,Heather,Rivera,1,New York,Buffalo,Bachelor,24/10/1986,2023-02-24,,Operations,Logistics Coordinator,61433,4
00-25496941,Katherine,Mccarty,1,New York,Buffalo,Bachelor,8/11/1987,2024-04-30,,Finance,Accountant,63961,3
00-13986434,Edward,Smith,0,New York,Buffalo,Master,29/03/1996,2023-09-04,,IT,System Administrator,84173,2
00-52773098,Jordan,Abbott,1,Pennsylvania,Allentown,High School,22/08/1999,2024-01-05,,Customer Service,Help Desk Technician,65762,1
00-32109952,Casey,Harris,0,New York,New York City,Bachelor,31/07/1960,2022-10-24,,Sales,Sales Representative,59142,3
00-27616344,John,Gutierrez,1,New York,Buffalo,Master,10/12/1984,2024-01-12,,IT,Software Developer,100905,2
00-68610285,Sean,Brooks,0,Pennsylvania,Philadelphia,Bachelor,25/01/1983,2017-08-12,,Operations,Inventory Specialist,61337,3
00-99242012,Catherine,Wright,0,New York,Buffalo,Master,1/2/1977,2018-08-15,,IT,Software Developer,95050,4
00-15494184,Pamela,Nelson,0,New York,New York City,Bachelor,15/07/1962,2020-06-06,,Operations,Inventory Specialist,58899,1
00-42247700,Ryan,Hernandez,1,New York,New York City,Bachelor,9/9/1997,2015-01-21,,Sales,Sales Representative,59762,3
00-19769429,Cody,Pierce,0,New York,Rochester,High School,31/10/1982,2015-04-14,,Customer Service,Help Desk Technician,61908,3
00-93491436,Nicole,Le,1,New York,New York City,Bachelor,28/08/1998,2017-11-11,,Operations,Logistics Coordinator,70596,3
00-42559181,Donald,Carrillo,0,New York,New York City,Bachelor,31/05/2001,2018-12-20,,Operations,Logistics Coordinator,56985,3
00-26944674,Christopher,Hunter,0,Michigan,Grand Rapids,Bachelor,16/04/1978,2023-12-24,,Operations,Inventory Specialist,65920,3
00-22832144,Devin,Walker,0,New York,Buffalo,Bachelor,24/03/2004,2024-06-22,,Operations,Logistics Coordinator,59937,2
00-73019381,Candace,Wang,0,New York,Rochester,PhD,8/11/1972,2020-01-01,,Sales,Sales Manager,92170,2
00-94397189,Edward,Macdonald,0,New York,New York City,Bachelor,10/7/1971,2016-02-24,,Finance,Financial Analyst,69199,2
00-21408835,Arthur,Reed,0,New York,Buffalo,Bachelor,9/3/1988,2021-12-11,,Sales,Sales Specialist,76207,3
00-91905450,Chad,Baker,1,New York,New York City,PhD,31/10/1973,2017-05-07,,Sales,Sales Specialist,83857,4
00-56218260,Rebecca,Mcdonald,0,New York,New York City,Bachelor,16/07/1977,2020-11-02,,Marketing,Content Creator,59281,2
00-13347052,Roberta,Walsh,0,New York,Rochester,Bachelor,18/04/1997,2022-03-16,,IT,IT Support Specialist,61504,1
00-84935254,Robert,Moore,1,North Carolina,Greensboro,PhD,20/04/1989,2020-12-27,,Sales,Sales Specialist,73355,2
00-29583570,Jeffrey,Forbes,0,New York,Buffalo,High School,22/06/1999,2016-01-07,,Operations,Inventory Specialist,58206,2
00-69677601,Alan,Miller,1,New York,New York City,Bachelor,9/2/1974,2017-08-29,,Operations,Operations Analyst,87805,2
00-64022294,Cody,Ingram,0,New York,Buffalo,Bachelor,9/2/1994,2020-02-24,,Customer Service,Support Specialist,54252,2
00-54551385,Andrea,Rivera,1,New York,Rochester,Bachelor,27/04/1968,2020-08-01,,Operations,Logistics Coordinator,76788,4
00-59939933,Darren,Barnes,1,New York,New York City,Bachelor,19/12/1971,2020-01-27,,Customer Service,Customer Service Representative,66419,1
00-12799227,Courtney,Hartman,1,New York,New York City,Bachelor,4/2/1997,2020-05-07,,Sales,Sales Representative,67164,2
00-87297675,Michael,Smith,1,North Carolina,Raleigh,Bachelor,13/10/1981,2023-09-16,,Customer Service,Help Desk Technician,82565,3
00-66250899,Michelle,Sanders,0,Michigan,Grand Rapids,Master,6/5/1989,2021-12-10,,IT,Software Developer,90718,3
00-95581622,Anthony,Marshall,1,New York,Buffalo,Bachelor,27/02/2003,2015-03-09,,Marketing,Marketing Coordinator,60124,4
00-30565671,Jeffery,Baker,0,New York,Buffalo,Bachelor,8/11/1970,2020-06-07,,Operations,Logistics Coordinator,62196,1
00-11982755,Andrew,Miller,1,New York,New York City,Master,25/08/1974,2018-08-07,,Operations,Operations Analyst,75039,2
00-62144567,John,Thomas,0,New York,Rochester,Bachelor,24/09/1980,2018-02-03,,Operations,Inventory Specialist,63257,2
00-41343627,Anthony,Cummings,1,North Carolina,Raleigh,Bachelor,15/07/1987,2019-10-17,,Sales,Sales Representative,78514,2
00-69599673,Rebecca,Gonzalez,1,Michigan,Detroit,Bachelor,28/05/1996,2023-12-18,,Marketing,SEO Specialist,80269,1
00-52727864,David,Moss,1,North Carolina,Raleigh,Bachelor,29/04/1985,2017-12-26,,Operations,Logistics Coordinator,64343,3
00-39886356,Courtney,Jones,1,Michigan,Grand Rapids,PhD,23/03/1981,2019-02-04,,Sales,Sales Consultant,86498,2
00-50109750,David,Pena,1,New York,New York City,Master,26/05/1987,2020-04-12,,IT,Software Developer,94007,3
00-28792282,Stacey,Espinoza,1,Pennsylvania,Philadelphia,Master,18/11/1985,2018-01-05,,Sales,Sales Consultant,70919,2
00-78723270,Tyler,Jordan,1,Michigan,Detroit,Master,10/11/1983,2017-10-19,,Sales,Sales Specialist,87935,3
00-63481505,Mark,Sosa,1,Michigan,Warren,Bachelor,24/05/1962,2021-10-27,,Sales,Sales Representative,82399,3
00-92257967,Patricia,Mcintyre,1,Michigan,Warren,High School,22/06/1973,2023-10-20,,Operations,Inventory Specialist,64845,2
00-50438993,Jonathan,Reyes,1,New York,Rochester,Master,23/09/1969,2019-01-18,,Operations,Operations Analyst,78760,3
00-34206172,Tara,Torres,1,New York,Buffalo,High School,10/6/1995,2018-03-11,,Customer Service,Help Desk Technician,57716,1
00-47847277,Patricia,Good,0,New York,New York City,Bachelor,14/09/1977,2022-06-12,,Sales,Sales Consultant,69494,3
00-28903037,Vanessa,Christian,1,New York,Buffalo,Bachelor,23/07/1975,2023-04-27,,Sales,Sales Consultant,101597,3
00-50464166,Patrick,Burch,1,New York,Rochester,High School,15/06/1989,2020-02-11,,Customer Service,Support Specialist,55943,2
00-20739634,Christy,Cook,1,Michigan,Detroit,PhD,24/09/1961,2019-01-03,,Sales,Sales Specialist,57447,3
00-24845948,Michael,Ball,1,Michigan,Warren,Master,15/01/1990,2022-11-07,,IT,Software Developer,87286,3
00-63461642,Connie,Harris,0,North Carolina,Charlotte,Bachelor,29/12/1991,2021-10-12,,HR,Recruiter,58763,3
00-55370500,Kyle,Bruce,0,North Carolina,Raleigh,High School,5/2/1996,2018-04-11,,IT,IT Support Specialist,56749,2
00-88511877,Jimmy,Grant,0,New York,Buffalo,Bachelor,21/10/1996,2024-06-12,,Marketing,Marketing Coordinator,53449,3
00-76972974,Christopher,Kidd,0,New York,New York City,Master,5/12/1986,2020-07-26,,IT,Software Developer,100084,1
00-31763610,Gary,Bentley,0,Pennsylvania,Allentown,Bachelor,4/4/1981,2017-10-21,,Operations,Logistics Coordinator,58139,1
00-18245547,Craig,Shelton,0,New York,Rochester,High School,11/10/1982,2017-11-17,,Customer Service,Customer Service Representative,61060,3
00-98202384,Stephen,Cisneros,1,New York,Buffalo,Bachelor,8/2/1972,2017-06-03,,Sales,Sales Representative,74998,3
00-90501614,Shawn,Smith,0,New York,Rochester,PhD,2/2/1995,2017-06-02,,Sales,Sales Consultant,106932,3
00-21081940,Melanie,Padilla,1,New York,Buffalo,Bachelor,4/11/1984,2018-05-31,,Marketing,SEO Specialist,98319,3
00-28696461,Sarah,Frederick,1,New York,New York City,High School,11/1/1993,2020-10-31,,Customer Service,Customer Service Representative,57890,3
00-47518437,Ricardo,Hernandez,0,New York,Rochester,Bachelor,13/11/1986,2015-02-20,,IT,System Administrator,78712,3
00-68395899,Joshua,Jones,0,New York,Buffalo,Bachelor,19/11/1986,2019-12-26,,Operations,Logistics Coordinator,60456,2
00-90543284,Christine,Ramos,1,New York,Buffalo,Bachelor,30/04/1966,2016-06-07,,Sales,Sales Representative,70608,2
